uncertaincheck,casrn,name,average_mass,endpoint,new_rfc,source,subsource,type,duration,species,dxw,daf,pod_hec,interspecies,intraspecies,subtochronic,loaectonoaec,allufs,toxval_numeric,toxval_units,value_ppb,toxicological_effect,study_type,source_url,subsource_url,entry_modified_br,additional_notes_br,long_ref,
,67-66-3,Chloroform,119,neurological,135,ATSDR Tox Profile,Li et al. 1993,LOAEC,chronic,human,,,,1,10,1,10,100,,.,13500,.,.,.,.,,.,.,
,67-66-3,Chloroform,119,renal,61,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,0,mg/m3,61,Alimentary system; kidney; development,,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/chloroform,,,,
,67-66-3,Chloroform,119,reproductive,2,ATSDR Tox Profile,Torkelson et al. 1976,NOAEC,subchronic,ratmouse,0,0,615,3,10,10,1,300,,.,25000,.,.,.,.,,.,.,
,67-66-3,Chloroform,119,respiratory,0,ATSDR,ATSDR MRLs 2025,MRL,chronic,human,,,,,,,,,0,ppm,0,,,,,,"Final, DAF = 0.118 https://www.atsdr.cdc.gov/ToxProfiles/tp6.pdf",,
,67-66-3,Chloroform,119,systemic,0,ECHA IUCLID,EU REACH,NOAEC,.,ratmouse,0,0,108,3,10,10,1,300,,.,5120,.,.,.,.,,.,.,
,71-43-2,Benzene,78,developmental,6,EPA HPVIS,HPVIS Mammalian Devtox,NOAEC,subchronic,mouse,0,1,1786,3,10,10,1,300,32,mg/m3,10000,reproduction developmental,reproduction developmental,.,.,1,.,.,
,71-43-2,Benzene,78,hematological,1,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,0,mg/m3,1,Hematologic system,,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/benzene,,,,
,71-43-2,Benzene,78,immunological,2,ATSDR,ATSDR MRLs 2025,MRL,chronic,human,,,,,,,,,0,ppm,2,,,,,,Draft,,
,71-43-2,Benzene,78,ocular,330,ATSDR Tox Profile,Yin et al. 1987b,LOAEC,chronic,human,,,,1,10,1,10,100,,.,33000,.,.,.,.,,.,.,
,71-43-2,Benzene,78,renal,3300,ATSDR Tox Profile,Yin et al. 1987b,NOAEC,chronic,human,,,,1,10,1,1,10,,.,33000,.,.,.,.,,.,.,
,71-43-2,Benzene,78,reproductive,18,EPA HPVIS,EPA OPPT,NOAEC,.,ratmouse,0,1,5357,3,10,10,1,300,,.,30000,.,.,.,.,,.,.,
,71-43-2,Benzene,78,respiratory,330,ATSDR Tox Profile,Yin et al. 1987b,LOAEC,chronic,human,,,,1,10,1,10,100,,.,33000,.,.,.,.,,.,.,
,71-55-6,"1,1,1-Trichloroethane",133,developmental,175,ATSDR Tox Profile,York et al. 1982,LOAEC,subchronic,ratmouse,0,1,525000,3,10,10,10,3000,,.,2100000,.,.,.,.,,.,.,
,71-55-6,"1,1,1-Trichloroethane",133,hepatic,916,IRIS,IRIS Summary,RfC,chronic,human,,,,,,,,,5,mg/m3,916,Liver histopathologic changes in male/female rats,Toxicity Value,https://www.epa.gov/iris,https://iris.epa.gov/ChemicalLanding/&substance_nmbr=197,,DAF=1 https://iris.epa.gov/static/pdfs/0197tr.pdf,.,
,71-55-6,"1,1,1-Trichloroethane",133,neurological,183,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,1,mg/m3,183,Nervous system,,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/111-trichloroethane,,,,
,71-55-6,"1,1,1-Trichloroethane",133,renal,15000,ATSDR Tox Profile,Kramer et al. 1978,NOAEC,chronic,human,,,,1,10,1,1,10,,.,150000,.,.,.,.,,.,.,
,71-55-6,"1,1,1-Trichloroethane",133,reproductive,347,ATSDR Tox Profile,Torkelson et al. 1958,NOAEC,subchronic,ratmouse,0,1,104167,3,10,10,1,300,,.,500000,.,.,.,.,,.,.,
,71-55-6,"1,1,1-Trichloroethane",133,respiratory,1267,ATSDR Tox Profile,Prendergast et al. 1967,NOAEC,subchronic,ratmouse,1,1,380000,3,10,10,1,300,,.,380000,.,.,.,.,,.,.,
,71-55-6,"1,1,1-Trichloroethane",133,systemic,1267,ATSDR Tox Profile,Prendergast et al. 1967,NOAEC,subchronic,ratmouse,1,1,380000,3,10,10,1,300,,.,380000,.,.,.,.,,.,.,
,74-87-3,Chloromethane,50,cardiovascular,304,ATSDR Tox Profile,CIIT 1981,NOAEC,chronic,ratmouse,0,1,9107,3,10,1,1,30,,.,51000,.,.,.,.,,.,.,
,74-87-3,Chloromethane,50,developmental,60,ECHA IUCLID,Developmental Toxicity Teratogenicity,NOAEC,.,mouse,0,1,17900,3,10,10,1,300,207,mg/m3,100241,developmental,developmental,https://echa.europa.eu/,https://echa.europa.eu/registration-dossier/-/registered-dossier/7636/7/9/3?documentUUID=c40ae137-24c7-4f09-b0fa-2f3fe62e602f,1,.,.,
,74-87-3,Chloromethane,50,hematological,133,ATSDR Tox Profile,CIIT 1981,NOAEC,subchronic,ratmouse,0,1,40000,3,10,10,1,300,,.,224000,.,.,.,.,,.,.,
,74-87-3,Chloromethane,51,hepatic,133,ATSDR Tox Profile,CIIT 1981,NOAEC,subchronic,ratmouse,0,1,40000,3,10,10,1,300,,.,224000,.,.,.,.,,.,.,
,74-87-3,Chloromethane,50,immunological,133,ATSDR Tox Profile,CIIT 1981,NOAEC,subchronic,ratmouse,0,1,40000,3,10,10,1,300,,.,224000,.,.,.,.,,.,.,
,74-87-3,Chloromethane,50,neurological,30,ATSDR,ATSDR MRLs 2025,MRL,chronic,human,,,,,,,,,0,ppm,30,,,,,,Final,,
,74-87-3,Chloromethane,50,ocular,304,ATSDR Tox Profile,CIIT 1981,NOAEC,chronic,ratmouse,0,1,9107,3,10,1,1,30,,.,51000,.,.,.,.,,.,.,
,74-87-3,Chloromethane,50,renal,30,ATSDR Tox Profile,McKenna et al. 1981,NOAEC,subchronic,ratmouse,0,1,9107,3,10,10,1,300,,.,51000,.,.,.,.,,.,.,
,74-87-3,Chloromethane,50,reproductive,89,ECHA IUCLID,EU REACH,NOAEC,.,ratmouse,0,1,26807,3,10,10,1,300,,.,150119,.,.,.,.,,.,.,
,74-87-3,Chloromethane,50,systemic,133,ATSDR Tox Profile,CIIT 1981,NOAEC,subchronic,ratmouse,0,1,40000,3,10,10,1,300,,.,224000,.,.,.,.,,.,.,
,74-98-6,Propane,44,developmental,33332,CompTox,ECHA eChemPortal,NOAEC,chronic,rodent,0,1,999968,3,10,1,1,30,,.,3999871,.,.,.,.,,.,.,
,74-98-6,Propane,44,neurological,7142,ECHA IUCLID,Neurotoxicity,NOAEC,.,rat,0,1,2142684,3,10,10,1,300,21641,mg/m3,11999058,Neurotoxicity,repeat dose other,https://echa.europa.eu/,https://echa.europa.eu/en/registration-dossier/-/registered-dossier/24176?documentUUID=ae86d3ef-c766-4287-b2c9-bd4332f26959,1,.,.,
,74-98-6,Propane,44,reproductive,2381,EPA HPVIS,HPVIS Mammalian Reprotox,NOAEC,.,rat,0,1,714288,3,10,10,1,300,7214,mg/m3,4000021,reproduction developmental,reproduction developmental,.,.,1,.,.,
,74-98-6,Propane,44,systemic,3894,CompTox,ECHA IUCLID,NOAEC,.,rodent,0,1,1168323,3,10,10,1,300,,.,6542622,.,.,.,.,,.,.,
,75-00-3,Chloroethane,65,developmental,3790,IRIS,IRIS Summary,RfC,chronic,human,,,,,,,,,10,mg/m3,3790,Delayed fetal ossification in male/female mice,Toxicity Value,https://www.epa.gov/iris,https://iris.epa.gov/ChemicalLanding/&substance_nmbr=523,,.,.,
,75-00-3,Chloroethane,65,hepatic,11370,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,30,mg/m3,11370,Development; alimentary system (liver),,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/chloroethane-ethyl-chloride,,,,
,75-00-3,Chloroethane,65,musculoskeletal,3790,IRIS,.,RfC,chronic,human,,,,,,,,,,.,3790,.,.,.,.,,.,.,
,75-00-3,Chloroethane,65,renal,7933,ATSDR Tox Profile,Dow 1941,NOAEC,subchronic,ratmouse,0,1,2380000,3,10,10,1,300,,.,10000000,.,.,.,.,,.,.,
,75-00-3,Chloroethane,65,reproductive,13000,ATSDR,ATSDR MRLs 2025,MRL,subchronic,human,,,,,,,,,13,ppm,13000,,,,,,Final,,
,75-00-3,Chloroethane,65,respiratory,3790,IRIS,.,RfC,chronic,human,,,,,,,,,,.,3790,.,.,.,.,,.,.,
,75-01-4,Vinyl chloride,63,cardiovascular,21,ATSDR Tox Profile,Bi et al. 1985,NOAEC,subchronic,ratmouse,0,3,6429,3,10,10,1,300,,.,10000,.,.,.,.,,.,.,
,75-01-4,Vinyl chloride,63,developmental,27,ATSDR MRLs,.,NOAEC,subchronic,mouse,0,3,8036,3,10,10,1,300,38,mg/m3,15000,developmental,developmental,https://www.atsdr.cdc.gov/ToxProfiles/tp20.pdf,.,,.,.,
,75-01-4,Vinyl chloride,63,hematological,223,ATSDR Tox Profile,Torkelson et al. 1961,NOAEC,subchronic,ratmouse,0,3,66964,3,10,10,1,300,,.,200000,.,.,.,.,,.,.,
,75-01-4,Vinyl chloride,63,hepatic,20,ATSDR,ATSDR MRLs 2025,MRL,subchronic,human,,,,,,,,,0,ppm,20,,,,,,Final,,
,75-01-4,Vinyl chloride,63,immunological,21,ATSDR Tox Profile,Bi et al. 1985,NOAEC,subchronic,ratmouse,0,3,6429,3,10,10,1,300,,.,10000,.,.,.,.,,.,.,
,75-01-4,Vinyl chloride,63,renal,214,ATSDR Tox Profile,Bi et al. 1985,NOAEC,chronic,ratmouse,0,3,6429,3,10,1,1,30,,.,10000,.,.,.,.,,.,.,
,75-01-4,Vinyl chloride,63,reproductive,18,ECHA IUCLID,Toxicity Reproduction,NOAEC,.,rat,0,3,5357,3,10,10,1,300,26,mg/m3,10000,reproduction developmental,reproduction developmental,https://echa.europa.eu/,https://echa.europa.eu/registration-dossier/-/registered-dossier/1841/7/9/2?documentUUID=6a149599-4c1c-4a66-8357-f9154b62598f,1,.,.,
,75-01-4,Vinyl chloride,63,respiratory,89,ECHA IUCLID,EU REACH,NOAEC,.,ratmouse,0,3,26786,3,10,10,1,300,,.,50000,.,.,.,.,,.,.,
,75-01-4,Vinyl chloride,63,systemic,214,ATSDR Tox Profile,Bi et al. 1985,NOAEC,chronic,ratmouse,0,3,6429,3,10,1,1,30,,.,10000,.,.,.,.,,.,.,
,75-05-8,Acetonitrile,41,mortality,36,IRIS,IRIS Summary,RfC,chronic,human,,,,,,,,,0,mg/m3,36,Mortality in male/female mice,Toxicity Value,https://www.epa.gov/iris,https://iris.epa.gov/ChemicalLanding/&substance_nmbr=205,,.,.,
,75-07-0,Acetaldehyde,44,neurological,5,IRIS,.,RfC,chronic,human,,,,,,,,,,.,5,.,.,.,.,,.,.,
,75-07-0,Acetaldehyde,44,respiratory,5,IRIS,IRIS Summary,RfC,chronic,human,,,,,,,,,0,mg/m3,5,Degeneration of olfactory epithelium in male/female rats,Toxicity Value,https://www.epa.gov/iris,https://iris.epa.gov/ChemicalLanding/&substance_nmbr=290,,.,.,
,75-09-2,Dichloromethane (methylene chloride),85,cardiovascular,115,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,0,mg/m3,115,Cardiovascular system; nervous system,,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/methylene-chloride-dichloromethane,,,,
,75-09-2,Dichloromethane (methylene chloride),85,developmental,492,ECHA,Developmental Toxicity Teratogenicity,LOAEC,.,rat,0,4,1476715,3,10,10,10,3000,4300,mg/m3,1237902,developmental,developmental,https://echa.europa.eu/,https://echa.europa.eu/registration-dossier/-/registered-dossier/1615/7/9/3?documentUUID=60bc278e-428b-4392-85fb-bb56f5d14a1b,1,.https://chem.echa.europa.eu/100.000.763/dossier-view/eab8b08d-9c83-45c0-ad24-fa66de453701/IUC5-80fbc126-df22-453c-adca-97606f306cd9_fa44f2b5-b851-4ab2-ba4b-264367f1f131?searchText=Dichloromethane,.,
,75-09-2,Dichloromethane (methylene chloride),85,hematological,1217,ATSDR Tox Profile,Nitschke et al. 1988a,NOAEC,chronic,ratmouse,0,4,36518,3,10,1,1,30,,.,50000,.,.,.,.,,.,.,
,75-09-2,Dichloromethane (methylene chloride),85,hepatic,173,IRIS,Nitschke et al. 1988,RfC,chronic,rodent,,,,,10,,,,1,mg/m3,173,Hepatic effects (hepatic vacuolation) in male/female rats,Toxicity Value,https://www.epa.gov/iris,https://iris.epa.gov/ChemicalLanding/&substance_nmbr=70,,DAF from https://iris.epa.gov/static/pdfs/0070tr.pdf,.,
,75-09-2,Dichloromethane (methylene chloride),85,neurological,115,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,0,mg/m3,115,Cardiovascular system; nervous system,,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/methylene-chloride-dichloromethane,,,,
,75-09-2,Dichloromethane (methylene chloride),85,renal,34,ATSDR Tox Profile,Haun et al. 1972,LOAEC,subchronic,ratmouse,1,4,102250,3,10,10,10,3000,,.,25000,.,.,.,.,,.,.,
,75-09-2,Dichloromethane (methylene chloride),85,respiratory,3408,ATSDR Tox Profile,"Mennear et al. 1988, NTP 1986",LOAEC,chronic,ratmouse,0,4,1022500,3,10,1,10,300,,.,1000000,.,.,.,.,,.,.,
,75-09-2,Dichloromethane (methylene chloride),85,systemic,4869,ECHA POC,TSCA POC ECHA,NOAEC,subchronic,ratmouse,0,4,1460711,3,10,10,1,300,,.,2000000,.,.,.,.,,.,.,
,75-15-0,Carbon disulfide,76,developmental,30,ATSDR Tox Profile,Hardin et al. 1981,NOAEC,subchronic,ratmouse,0,1,9049,3,10,10,1,300,,.,40000,.,.,.,.,,.,.,
,75-15-0,Carbon disulfide,76,hematological,960,ATSDR Tox Profile,Cirla and Graziano 1981,NOAEC,chronic,human,,,,1,10,1,1,10,,.,9600,.,.,.,.,,.,.,
,75-15-0,Carbon disulfide,76,hepatic,369,ATSDR Tox Profile,Toxigenics 1983,NOAEC,subchronic,ratmouse,0,1,110803,3,10,10,1,300,,.,800000,.,.,.,.,,.,.,
,75-15-0,Carbon disulfide,76,neurological,100,ATSDR,ATSDR MRLs 2025,MRL,chronic,human,,,,,,,,,0,ppm,100,,,,,,Draft,,
,75-15-0,Carbon disulfide,76,reproductive,135,ATSDR Tox Profile,Tepe and Zenick 1984,NOAEC,subchronic,ratmouse,0,1,40397,3,10,10,1,300,,.,350000,.,.,.,.,,.,.,
,75-15-0,Carbon disulfide,76,systemic,129,ATSDR Tox Profile,Saillenfait et al. 1989,NOAEC,subchronic,ratmouse,0,1,38781,3,10,10,1,300,,.,200000,.,.,.,.,,.,.,
,75-21-8,Ethylene oxide,44,developmental,70,ATSDR,ATSDR MRLs 2025,MRL,subchronic,human,,,,,,,,,0,ppm,70,,,,,,"Final, DAF=1 in https://www.atsdr.cdc.gov/toxprofiles/tp137.pdf",,
,75-21-8,Ethylene oxide,44,endocrine,595,ATSDR Tox Profile,NTP 1987,NOAEC,chronic,ratmouse,0,1,17857,3,10,1,1,30,,.,100000,.,.,.,.,,.,.,
,75-21-8,Ethylene oxide,44,hematological,60,ATSDR Tox Profile,Snellings et al. 1984a,NOAEC,subchronic,ratmouse,0,1,17857,3,10,10,1,300,,.,100000,.,.,.,.,,.,.,
,75-21-8,Ethylene oxide,44,musculoskeletal,347,ATSDR Tox Profile,"Lynch et al. 1984a, 1984b",NOAEC,chronic,ratmouse,0,1,10417,3,10,1,1,30,,.,50000,.,.,.,.,,.,.,
,75-21-8,Ethylene oxide,44,neurological,17,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,0,mg/m3,17,Nervous system,,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/ethylene-oxide,,,,
,75-21-8,Ethylene oxide,44,renal,60,ATSDR Tox Profile,NTP 1987,NOAEC,subchronic,ratmouse,0,1,17857,3,10,10,1,300,,.,100000,.,.,.,.,,.,.,
,75-21-8,Ethylene oxide,44,reproductive,6,ATSDR Tox Profile,EPA 1994,NOAEC,subchronic,ratmouse,0,1,1786,3,10,10,1,300,,.,10000,.,.,.,.,,.,.,
,75-21-8,Ethylene oxide,44,respiratory,60,ATSDR Tox Profile,EPA 1994,NOAEC,subchronic,ratmouse,0,1,17857,3,10,10,1,300,,.,100000,.,.,.,.,,.,.,
,75-21-8,Ethylene oxide,44,systemic,196,ATSDR Tox Profile,"Garman et al. 1986, Snellings et al. 1984b",NOAEC,chronic,ratmouse,0,1,5893,3,10,1,1,30,,.,33000,.,.,.,.,,.,.,
1,75-25-2,Bromoform,208,hepatic,3,ATSDR Tox Profile,Dykan 1962,NOAEC,subchronic,.,0,1,857,3,10,10,1,300,5,ppm,4800,hepatic effects in rats (hepatic changes (decreased blood clotting and impaired glycogenesis); renal effects in rats - proteinuria and decreased creatinine clearance,subchronic,.,.,1,"https://www.atsdr.cdc.gov/toxprofiles/tp130.pdf, Studies were in rats with BROMOFORM, bromoform and chlorobromomethane in toxprofile, studies are old 1960s, published in russian only availalble as English abstract, LOAEC and NOAEC available, used NOAEC",.,
1,75-25-2,Bromoform,208,renal,3,ATSDR Tox Profile,Dykan 1962,NOAEC,subchronic,.,0,1,857,3,10,10,1,300,5,ppm,4800,hepatic effects in rats (hepatic changes (decreased blood clotting and impaired glycogenesis); renal effects in rats - proteinuria and decreased creatinine clearance,subchronic,.,.,1,"https://www.atsdr.cdc.gov/toxprofiles/tp130.pdf, Studies were in rats with BROMOFORM, bromoform and chlorobromomethane in toxprofile, studies are old 1960s, published in russian only availalble as English abstract, LOAEC and NOAEC available, used NOAEC",.,
,75-27-4,Bromodichloromethane,164,hepatic,1,From PPRTV assessment,"Torti et al., 2001",LOAEC,subchronic,mouse,0,1,2500,3,10,10,10,3000,67,mg/m3,10000,histopathologic changes in the liver,,https://cfpub.epa.gov/ncea/pprtv/documents/Bromodichloromethane.pdf,,,,.,
,75-27-4,Bromodichloromethane,164,renal,3,PPRTV (CPHEA),PPRTV Summary,RfCp,subchronic,mouse,,,,,10,,,,0,mg/m3,3,histopathologic evidence of kidney degeneration,short-term,DAF=1 from https://www.epa.gov/pprtv/basic-information-about-provisional-peer-reviewed-toxicity-values-pprtvs,https://cfpub.epa.gov/ncea/pprtv/chemicalLanding.cfm?pprtv_sub_id=1606,,DAF = 1 from https://cfpub.epa.gov/ncea/pprtv/documents/Bromodichloromethane.pdf,.,
,75-28-5,Isobutane,58,developmental,5357,EPA HPVIS,HPVIS Mammalian Repeat Dose,NOAEC,.,rat,0,1,1607144,3,10,10,1,300,21395,mg/m3,9000026,reproduction developmental,reproduction developmental,.,.,1,DAF from https://www.tceq.texas.gov/downloads/toxicology/dsd/final/butanes.pdf,.,
,75-28-5,Isobutane,58,neurological,5357,ECHA IUCLID,Neurotoxicity,NOAEC,.,rat,0,1,1607038,3,10,10,1,300,21394,mg/m3,8999437,Neurotoxicity,repeat dose other,https://echa.europa.eu/,https://echa.europa.eu/en/registration-dossier/-/registered-dossier/27279?documentUUID=9a6ba039-55e8-42e8-97a7-6de6104341c8,1,.,.,
,75-28-5,Isobutane,58,reproductive,5357,EPA HPVIS,HPVIS Mammalian Repeat Dose,NOAEC,.,rat,0,1,1607144,3,10,10,1,300,21395,mg/m3,9000026,reproduction developmental,reproduction developmental,.,.,1,.,.,
,75-28-5,Isobutane,58,systemic,2976,ECHA IUCLID,EU REACH,NOAEC,.,ratmouse,0,1,892855,3,10,10,1,300,,.,5000000,.,.,.,.,,.,.,
,75-34-3,"1,1-Dichloroethane",99,renal,124,Pennsylvania DEP ToxValues,Health Effects Assessment Summary Table (HEAST),RfC,chronic,human,,,,,,,,,1,mg/m3,124,kidney damage,,https://files.dep.state.pa.us/EnvironmentalCleanupBrownfields/LandRecyclingProgram/LandRecyclingProgramPortalFiles/GuidanceTechTools/VaporIntrusion/November_2021/Table%205a.pdf,-, ,,,
,75-69-4,Trichlorofluoromethane,137,neurological,178,PPRTV (CPHEA),PPRTV Summary,RfCp,subchronic,human,,,,,,,,,1,mg/m3,178,reduced cognitive performance,Toxicity Value,https://www.epa.gov/pprtv/basic-information-about-provisional-peer-reviewed-toxicity-values-pprtvs,https://cfpub.epa.gov/ncea/pprtv/chemicalLanding.cfm?pprtv_sub_id=1933,,.,.,
,76-14-2,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",171,cardiovascular,4167,NAS CEGL,Leuschner et al. 1983,NOAEC,subchronic,dog,0,1,1250000,3,10,10,1,300,5000,ppm,5000000,"CNS depression, changes in cardiac rhythm, pulmonary changes, bronchospasm, reduction inpulmonary compliance",,.,.,1,"Added entry, https://nap.nationalacademies.org/read/12032/chapter/8#143, see Chapter 6 Freon 114 (another name for 1,2-Dichloro-1,1,2,2-tetrafluoroethane), original entry for 76-14-2 was a DOD MEG (based on a CEGL), new_rfc is based on the study used to derive the CEGL",.,
,78-78-4,2-Methylbutane,72,developmental,25290,CompTox,ECHA eChemPortal,NOAEC,chronic,rodent,0,1,758699,3,10,1,1,30,,.,3034795,.,.,.,.,,.,.,
,78-78-4,2-Methylbutane,72,reproductive,25290,CompTox,ECHA eChemPortal,NOAEC,chronic,rodent,0,1,758699,3,10,1,1,30,,.,3034795,.,.,.,.,,.,.,
,78-78-4,2-Methylbutane,72,respiratory,7,CompTox,ECHA IUCLID,NOAEC,.,rodent,0,1,2033,3,10,10,1,300,,.,6778,.,.,.,.,,.,.,
,78-78-4,2-Methylbutane,72,systemic,217895,ECHA,.,DNEL,chronic,human,,,,,,,,,643,mg/m3,217895,.,Toxicity Value,,.,1,"DNEL(derived no-effect levels), this entry originally listed a GESTIS DNEL (occupational), general population DNEL is listed in dossier at https://chem.echa.europa.eu/",.,
,78-79-5,Isoprene,68,developmental,4167,EPA HPVIS,HPVIS Mammalian Devtox,NOAEC,subchronic,rat,0,1,1250005,3,10,10,1,300,19503,mg/m3,7000046,developmental,developmental,.,.,1,.,.,
,78-79-5,Isoprene,68,neurological,1309,ECHA POC,TSCA POC ECHA,NOAEC,subchronic,ratmouse,0,1,392830,3,10,10,1,300,,.,2199854,.,.,.,.,,.,.,
,78-79-5,Isoprene,68,reproductive,42,ECHA IUCLID,Toxicity Reproduction,NOAEC,.,mouse,0,1,12498,3,10,10,1,300,195,mg/m3,69991,reproduction developmental,reproduction developmental,https://echa.europa.eu/,https://echa.europa.eu/registration-dossier/-/registered-dossier/16096/7/9/2?documentUUID=e0012230-e295-44d7-9840-92e93e6cc990,1,.,.,
,78-79-5,Isoprene,68,respiratory,42,ECHA POC,TSCA POC ECHA,NOAEC,subchronic,ratmouse,0,1,12498,3,10,10,1,300,,.,69990,.,.,.,.,,.,.,
,78-93-3,Methyl ethyl ketone,72,developmental,1695,IRIS,IRIS Summary,RfC,chronic,human,,,,,,,,,5,mg/m3,1695,Developmental toxicity (skeletal variations) in male/female mice,Toxicity Value,https://www.epa.gov/iris,https://iris.epa.gov/ChemicalLanding/&substance_nmbr=71,,.,.,
,78-93-3,Methyl ethyl ketone,72,musculoskeletal,1695,IRIS,.,RfC,chronic,human,,,,,,,,,,.,1695,.,.,.,.,,.,.,
,78-93-3,Methyl ethyl ketone,72,respiratory,1695,IRIS,.,RfC,chronic,human,,,,,,,,,,.,1695,.,.,.,.,,.,.,
,79-00-5,"1,1,2-Trichloroethane",133,hepatic,8,ATSDR Tox Profile,Kirkpatrick 2002,NOAEC,subchronic,ratmouse,0,0,2321,3,10,10,1,300,,.,100000,.,.,.,.,,DAF from https://www.atsdr.cdc.gov/ToxProfiles/tp148.pdf,.,
,79-00-5,"1,1,2-Trichloroethane",133,respiratory,2,ATSDR,ATSDR MRLs 2025,MRL,subchronic,human,,,,,,,,,2,ppb,2,,,,,,"Final. DAF = 0.13 applied to subchronic, https://www.atsdr.cdc.gov/ToxProfiles/tp148.pdf",,
,79-01-6,Trichloroethylene,131,developmental,0,IRIS,"Keil et al. 2009, Johnson et al. 2003",RfC,chronic,human,,,,,,,,,,.,0,.,.,.,.,,.,.,
,79-01-6,Trichloroethylene,131,endocrine,3571,ATSDR Tox Profile,Maltoni et al. 1988,NOAEC,chronic,ratmouse,0,1,107143,3,10,1,1,30,,.,600000,.,.,.,.,,.,.,
,79-01-6,Trichloroethylene,131,hepatic,169,IRIS,Kjellstrand et al. 1983,RfCc,subchronic,ratmouse,,,,,10,,,,,.,169,.,.,.,.,,.,.,
,79-01-6,Trichloroethylene,131,immunological,0,ATSDR,ATSDR MRLs 2025,MRL,chronic,human,,,,,,,,,0,ppm,0,,,,,,Final,,
,79-01-6,Trichloroethylene,131,neurological,1,IRIS,Isaacson et al. 1990,RfCc,subchronic,ratmouse,,,,,10,,,,1,ppb,1,.,.,.,.,,.,.,
,79-01-6,Trichloroethylene,131,ocular,112,Cal OEHHA,Cal OEHHA Export,REL,chronic,human,,,,,,,,,1,mg/m3,112,Nervous system; eyes,,https://oehha.ca.gov/chemicals,https://oehha.ca.gov/chemicals/trichloroethylene,,,,
,79-01-6,Trichloroethylene,131,renal,117,ATSDR Tox Profile,Prendergast et al. 1967,NOAEC,subchronic,ratmouse,1,1,35000,3,10,10,1,300,,.,35000,.,.,.,.,,.,.,
,79-01-6,Trichloroethylene,131,reproductive,2,IRIS,DuTeaux et al. 2014,RfCc,subchronic,ratmouse,,,,,10,,,,,.,2,.,.,.,.,,.,.,
,79-01-6,Trichloroethylene,131,respiratory,117,ATSDR Tox Profile,Prendergast et al. 1967,NOAEC,subchronic,ratmouse,1,1,35000,3,10,10,1,300,,.,35000,.,.,.,.,,.,.,
,79-01-6,Trichloroethylene,131,systemic,250,ATSDR Tox Profile,Kjellstrand et al. 1983,NOAEC,subchronic,ratmouse,1,1,75000,3,10,10,1,300,,.,75000,.,.,.,.,,.,.,
,79-34-5,"1,1,2,2-Tetrachloroethane",168,hematological,108,ATSDR Tox Profile,Horiuchi et al. 1962,LOAEC,subchronic,ratmouse,0,1,324000,3,10,10,10,3000,,.,9000000,.,.,.,.,,.,.,
,79-34-5,"1,1,2,2-Tetrachloroethane",168,hepatic,108,ATSDR Tox Profile,Horiuchi et al. 1962,LOAEC,subchronic,ratmouse,0,1,324000,3,10,10,10,3000,,.,9000000,.,.,.,.,,.,.,
,79-34-5,"1,1,2,2-Tetrachloroethane",168,neurological,108,ATSDR Tox Profile,Horiuchi et al. 1962,LOAEC,subchronic,ratmouse,0,1,324000,3,10,10,10,3000,,.,9000000,.,.,.,.,,.,.,
,79-34-5,"1,1,2,2-Tetrachloroethane",168,reproductive,1,EPA HPVIS,.,NOAEC,.,ratmouse,0,1,346,3,10,10,1,300,,.,1937,.,.,.,.,,.,.,
,91-20-3,Naphthalene,128,respiratory,1,IRIS,IRIS Summary,RfC,chronic,human,,,,,,,,,0,mg/m3,1,"Nasal effects: hyperplasia and metaplasia, respectively in male/female mice",Toxicity Value,https://www.epa.gov/iris,https://iris.epa.gov/ChemicalLanding/&substance_nmbr=436,,DAF=1  https://iris.epa.gov/static/pdfs/0436tr.pdf,.,
,91-20-3,Naphthalene,128,systemic,572,ToxRefDB,.,LOAEC,chronic,rat,0,1,171681,3,10,1,10,300,4,mg/kg-day,686723,systemic: pathology microscopic-nose-metaplasia|systemic: pathology microscopic-nose-adenoma|systemic: pathology microscopic-nose-atrophy|systemic: pathology microscopic-nose-hyperplasia|systemic: pathology microscopic-lung-inflammation|systemic: pathology microscopic-nose-inflammation|systemic: in life observation-body weight-body weight|systemic: pathology microscopic-nose-degeneration|systemic: pathology microscopic-nose-neoplasm nos,chronic,https://github.com/USEPA/CompTox-ToxRefDB,.,,.,.,
